geo_id,type,coordinates,highway,lanes,length,maxspeed
8874,LineString,"[[-8.6090032, 41.1838468], [-8.6089411, 41.1838083], [-8.6088701, 41.1838093], [-8.608321, 41.183823], [-8.6083006, 41.1838222]]",6,0,60.363,0
8875,LineString,"[[-8.6704933, 41.1506072], [-8.6705959, 41.1506789]]",6,0,11.72,0
8876,LineString,"[[-8.6078732, 41.1768539], [-8.6078631, 41.1768887]]",3,0,3.9610000000000003,0
8877,LineString,"[[-8.608061, 41.1769879], [-8.608324, 41.1770632], [-8.6086428, 41.1771801]]",4,0,53.23,0
8878,LineString,"[[-8.608061, 41.1769879], [-8.6080998, 41.1769675], [-8.6081129, 41.1769536], [-8.6081272, 41.1769385], [-8.6081398, 41.1769065]]",3,0,11.629000000000001,0
8879,LineString,"[[-8.6080766, 41.1768066], [-8.6080198, 41.1766509]]",3,0,17.954,0
8880,LineString,"[[-8.6080766, 41.1768066], [-8.6080581, 41.1767976], [-8.6080153, 41.1767891], [-8.6079711, 41.1767913], [-8.60793, 41.1768038], [-8.6078962, 41.1768254], [-8.6078732, 41.1768539]]",3,0,20.385,0
8881,LineString,"[[-8.6078631, 41.1768887], [-8.6078248, 41.1769343], [-8.6077886, 41.1769775], [-8.6076941, 41.1771014]]",3,2,27.564,0
8882,LineString,"[[-8.6078631, 41.1768887], [-8.6078691, 41.176924], [-8.6078905, 41.1769558], [-8.6079187, 41.1769794], [-8.6079617, 41.1769949], [-8.6080154, 41.1769973]]",3,0,19.942,0
8883,LineString,"[[-8.6080198, 41.1766509], [-8.6078732, 41.1768539]]",3,0,25.691999999999997,0
8884,LineString,"[[-8.6080198, 41.1766509], [-8.6080585, 41.1765418], [-8.6082501, 41.1760198]]",3,2,72.774,0
8885,LineString,"[[-8.5777021, 41.1618681], [-8.577819, 41.1615618]]",4,0,35.437,0
8886,LineString,"[[-8.5777021, 41.1618681], [-8.577612, 41.1618042], [-8.5774996, 41.1617757], [-8.5773817, 41.1617771]]",4,0,30.162,0
8887,LineString,"[[-8.5893673, 41.1733701], [-8.5892907, 41.1734204], [-8.5892194, 41.1734708], [-8.5891737, 41.1735211], [-8.5891334, 41.1735714]]",6,0,30.002,0
8888,LineString,"[[-8.5893673, 41.1733701], [-8.5894311, 41.1733621], [-8.5894791, 41.1733541], [-8.5895312, 41.1733521], [-8.5895895, 41.1733549], [-8.5896505, 41.1733708], [-8.5896731, 41.1733665], [-8.5896977, 41.1733513]]",6,0,28.803,0
8889,LineString,"[[-8.5896977, 41.1733513], [-8.5899006, 41.1735986]]",6,0,32.32,0
8890,LineString,"[[-8.5896977, 41.1733513], [-8.5894918, 41.1730973]]",6,0,33.086,0
8891,LineString,"[[-8.5896151, 41.1739635], [-8.5891172, 41.1738185], [-8.5890239, 41.1737913]]",6,0,53.058,0
8892,LineString,"[[-8.585183, 41.1793882], [-8.585542, 41.1796144]]",12,0,39.183,0
8893,LineString,"[[-8.585183, 41.1793882], [-8.5850611, 41.1795034], [-8.5849377, 41.1794237], [-8.5850565, 41.179308], [-8.585183, 41.1793882]]",12,0,60.086000000000006,0
8894,LineString,"[[-8.585183, 41.1793882], [-8.5850565, 41.179308], [-8.5849377, 41.1794237], [-8.5850611, 41.1795034], [-8.585183, 41.1793882]]",12,0,60.086000000000006,0
8895,LineString,"[[-8.5819054, 41.1573113], [-8.5822208, 41.1573344], [-8.5823198, 41.1573416], [-8.5824416, 41.1575525], [-8.5825117, 41.1576466]]",6,0,72.426,0
8896,LineString,"[[-8.587043, 41.1601462], [-8.5877553, 41.1612172]]",5,0,133.185,0
8897,LineString,"[[-8.5731559, 41.1639009], [-8.5732486, 41.1638948], [-8.5734672, 41.1639504], [-8.5739646, 41.1641232]]",12,0,72.962,0
8898,LineString,"[[-8.5731559, 41.1639009], [-8.5729178, 41.1637136], [-8.5728533, 41.1636183]]",6,0,40.721,0
8899,LineString,"[[-8.5731559, 41.1639009], [-8.5731943, 41.1639311], [-8.573208, 41.163962], [-8.5732019, 41.1639929]]",6,0,11.745,0
8900,LineString,"[[-8.5742581, 41.1640283], [-8.5741604, 41.1639912], [-8.5740868, 41.1639582]]",6,0,16.331,0
8901,LineString,"[[-8.5710288, 41.164098], [-8.5712958, 41.1639407], [-8.5718683, 41.1636113], [-8.571905, 41.1635957], [-8.5719222, 41.1635907], [-8.5719412, 41.1635884], [-8.5720049, 41.1635875]]",12,0,100.715,0
8902,LineString,"[[-8.5739646, 41.1641232], [-8.5740868, 41.1639582]]",6,0,21.006,0
8903,LineString,"[[-8.5739646, 41.1641232], [-8.5739448, 41.1641499]]",6,0,3.4,0
8904,LineString,"[[-8.5739646, 41.1641232], [-8.5734672, 41.1639504], [-8.5732486, 41.1638948], [-8.5731559, 41.1639009]]",12,0,72.962,0
8905,LineString,"[[-8.5738712, 41.1642614], [-8.5739448, 41.1641499]]",6,0,13.845,0
8906,LineString,"[[-8.5738712, 41.1642614], [-8.5737785, 41.1644018]]",6,0,17.434,0
8907,LineString,"[[-8.5738712, 41.1642614], [-8.5732741, 41.1640594], [-8.5732019, 41.1639929]]",12,0,64.34899999999999,0
8908,LineString,"[[-8.5736579, 41.1652113], [-8.5736651, 41.1652335], [-8.5736816, 41.1652526], [-8.5737055, 41.1652666], [-8.5737343, 41.1652739], [-8.5737646, 41.1652736], [-8.5737931, 41.1652658], [-8.5738166, 41.1652514], [-8.5738272, 41.1652384], [-8.5738325, 41.165232], [-8.5738389, 41.1652097], [-8.5738355, 41.1651877], [-8.5738229, 41.1651677], [-8.5738025, 41.1651517], [-8.5737764, 41.1651416], [-8.5737473, 41.1651383], [-8.5737183, 41.1651421], [-8.5736925, 41.1651527], [-8.5736726, 41.165169], [-8.5736607, 41.1651892], [-8.5736579, 41.1652113]]",6,0,47.458,0
8909,LineString,"[[-8.5736579, 41.1652113], [-8.5736607, 41.1651892], [-8.5736726, 41.165169], [-8.5736925, 41.1651527], [-8.5737183, 41.1651421], [-8.5737473, 41.1651383], [-8.5737764, 41.1651416], [-8.5738025, 41.1651517], [-8.5738229, 41.1651677], [-8.5738355, 41.1651877], [-8.5738389, 41.1652097], [-8.5738325, 41.165232], [-8.5738272, 41.1652384], [-8.5738166, 41.1652514], [-8.5737931, 41.1652658], [-8.5737646, 41.1652736], [-8.5737343, 41.1652739], [-8.5737055, 41.1652666], [-8.5736816, 41.1652526], [-8.5736651, 41.1652335], [-8.5736579, 41.1652113]]",6,0,47.458,0
8910,LineString,"[[-8.5736579, 41.1652113], [-8.5730023, 41.1651813], [-8.5729732, 41.1651913], [-8.5729477, 41.165204], [-8.5729207, 41.165233]]",6,0,64.156,0
8911,LineString,"[[-8.5757561, 41.1652188], [-8.5753029, 41.1649654], [-8.5750226, 41.1648301], [-8.5746699, 41.1646292], [-8.5745921, 41.1646241], [-8.5744741, 41.1647029], [-8.5749468, 41.1649674], [-8.5750092, 41.1651234]]",6,0,199.312,0
8912,LineString,"[[-8.5729207, 41.165233], [-8.5729053, 41.1654587]]",6,0,25.13,0
8913,LineString,"[[-8.5729207, 41.165233], [-8.5728095, 41.1652273], [-8.572771, 41.165239], [-8.5727578, 41.1652606], [-8.5727458, 41.1654524]]",6,0,36.8,0
8914,LineString,"[[-8.5729207, 41.165233], [-8.5729477, 41.165204], [-8.5729732, 41.1651913], [-8.5730023, 41.1651813], [-8.5736579, 41.1652113]]",6,0,64.156,0
8915,LineString,"[[-8.5729053, 41.1654587], [-8.5727458, 41.1654524]]",6,0,13.37,0
8916,LineString,"[[-8.5729053, 41.1654587], [-8.5729207, 41.165233]]",6,0,25.13,0
8917,LineString,"[[-8.5729053, 41.1654587], [-8.5738013, 41.1654924], [-8.5740471, 41.1654175], [-8.5745264, 41.1652716]]",6,0,140.572,0
8918,LineString,"[[-8.5729053, 41.1654587], [-8.5729022, 41.1655121], [-8.5728878, 41.1655275], [-8.5728331, 41.1655342], [-8.5727401, 41.1655338]]",6,0,20.461,0
8919,LineString,"[[-8.5727401, 41.1655338], [-8.5727075, 41.1659961]]",6,0,51.478,0
8920,LineString,"[[-8.5727401, 41.1655338], [-8.5727458, 41.1654524]]",6,0,9.064,0
8921,LineString,"[[-8.5727401, 41.1655338], [-8.5728331, 41.1655342], [-8.5728878, 41.1655275], [-8.5729022, 41.1655121], [-8.5729053, 41.1654587]]",6,0,20.461,0
8922,LineString,"[[-8.5707936, 41.1660575], [-8.5707972, 41.1660097], [-8.5707943, 41.1659881], [-8.570787, 41.1659678], [-8.570778, 41.1659528], [-8.5707636, 41.1659379], [-8.5707185, 41.165912]]",3,0,18.704,0
8923,LineString,"[[-8.5707936, 41.1660575], [-8.5708214, 41.1660314], [-8.5708382, 41.1660054], [-8.5708479, 41.1659821]]",3,0,9.65,0
8924,LineString,"[[-8.57434, 41.1660638], [-8.574893, 41.1659091]]",12,0,49.38399999999999,0
8925,LineString,"[[-8.57434, 41.1660638], [-8.5743804, 41.1661139], [-8.5743784, 41.1661639], [-8.5743338, 41.1662025], [-8.5742767, 41.1662171], [-8.5741947, 41.1662259], [-8.5739158, 41.166243]]",6,0,53.172,0
8926,LineString,"[[-8.57434, 41.1660638], [-8.5742928, 41.1660137], [-8.5742297, 41.1659715], [-8.5741292, 41.1659154], [-8.5740526, 41.1658742], [-8.5739618, 41.1658489], [-8.5731802, 41.1658778], [-8.5730837, 41.1658903], [-8.5727075, 41.1659961]]",6,0,147.673,0
8927,LineString,"[[-8.5851854, 41.1572026], [-8.5851736, 41.1573757]]",6,0,19.273,0
8928,LineString,"[[-8.5851854, 41.1572026], [-8.5851847, 41.1569338], [-8.5851886, 41.1563653], [-8.5851611, 41.1562529]]",6,0,105.81299999999999,0
8929,LineString,"[[-8.5851854, 41.1572026], [-8.5851526, 41.1571993], [-8.5851294, 41.1571832], [-8.5851168, 41.1571581], [-8.5851121, 41.1571289], [-8.585114, 41.1566885]]",12,0,60.637,0
8930,LineString,"[[-8.6599953, 41.1631964], [-8.6598953, 41.1635033], [-8.6598863, 41.1635309], [-8.6598347, 41.163689], [-8.6598364, 41.1637292], [-8.6598503, 41.1637633], [-8.6598929, 41.1638165], [-8.6599158, 41.1638451], [-8.6600044, 41.1639556]]",12,0,89.811,0
8931,LineString,"[[-8.6591159, 41.164668], [-8.659343, 41.1647057]]",12,0,19.467,0
8932,LineString,"[[-8.6591159, 41.164668], [-8.6591319, 41.1646141], [-8.6592089, 41.1643541], [-8.6592291, 41.1642858]]",12,0,43.543,0
8933,LineString,"[[-8.6589512, 41.1641513], [-8.6588673, 41.16446]]",12,0,35.037,0
8934,LineString,"[[-8.6591102, 41.1643439], [-8.6591865, 41.164065]]",12,0,31.663,0
8935,LineString,"[[-8.6591102, 41.1643439], [-8.65899, 41.1644019], [-8.6589565, 41.1644181], [-8.6588673, 41.16446]]",12,0,24.085,0
8936,LineString,"[[-8.6591865, 41.164065], [-8.6591102, 41.1643439]]",12,0,31.663,0
8937,LineString,"[[-8.659343, 41.1647057], [-8.6594481, 41.1646556], [-8.6594857, 41.1646377], [-8.6595295, 41.1646169], [-8.6596649, 41.1645524], [-8.6597612, 41.1645065], [-8.6598384, 41.1644659]]",6,0,49.309,0
8938,LineString,"[[-8.659343, 41.1647057], [-8.6594053, 41.1644961], [-8.65941, 41.1644774], [-8.6595096, 41.1641456]]",12,0,63.824,0
8939,LineString,"[[-8.6595425, 41.1661024], [-8.6595451, 41.1661037], [-8.6597969, 41.1662296]]",4,0,25.564,0
8940,LineString,"[[-8.6595425, 41.1661024], [-8.6593013, 41.1659799], [-8.6592606, 41.1659592], [-8.6590264, 41.1658404]]",4,0,52.108000000000004,0
8941,LineString,"[[-8.6594333, 41.1661659], [-8.6593168, 41.1665594]]",12,0,44.82899999999999,0
8942,LineString,"[[-8.6585452, 41.1656062], [-8.6584729, 41.1655713]]",4,0,7.189,0
8943,LineString,"[[-8.6585452, 41.1656062], [-8.6587975, 41.1657257], [-8.6588743, 41.1657642]]",4,0,32.676,0
8944,LineString,"[[-8.6574958, 41.165941], [-8.6573438, 41.1664439]]",4,0,57.349,0
8945,LineString,"[[-8.6574958, 41.165941], [-8.6576212, 41.1655307], [-8.657648, 41.1654376], [-8.6576768, 41.1653374]]",4,0,68.808,0
8946,LineString,"[[-8.6574958, 41.165941], [-8.6576255, 41.1659761], [-8.6579096, 41.1660528]]",12,0,36.802,0
8947,LineString,"[[-8.6566219, 41.1675196], [-8.6567392, 41.1674792], [-8.6571828, 41.167124], [-8.657285, 41.1668169]]",6,0,100.211,0
8948,LineString,"[[-8.6566219, 41.1675196], [-8.6556313, 41.1673598], [-8.6555623, 41.1673283], [-8.6555413, 41.1672382]]",6,0,101.729,0
8949,LineString,"[[-8.6546922, 41.1687123], [-8.6548482, 41.1687146]]",6,0,13.06,0
8950,LineString,"[[-8.6546922, 41.1687123], [-8.6545483, 41.1687037]]",6,0,12.083,0
8951,LineString,"[[-8.6546922, 41.1687123], [-8.6548652, 41.1689638], [-8.655007, 41.1691234], [-8.6550493, 41.169171], [-8.6551562, 41.1696566], [-8.6552848, 41.1702409]]",6,0,179.8,0
8952,LineString,"[[-8.670476, 41.1709149], [-8.6705965, 41.1708904], [-8.6706797, 41.1708694], [-8.6707746, 41.1708453], [-8.6708368, 41.170824], [-8.6708611, 41.1708156], [-8.6710481, 41.1707513]]",4,2,51.342,0
8953,LineString,"[[-8.670476, 41.1709149], [-8.6704484, 41.1709231], [-8.6702555, 41.1709819], [-8.6701774, 41.1710056], [-8.6700957, 41.1710307]]",4,0,34.338,0
8954,LineString,"[[-8.6391513, 41.1645949], [-8.6389822, 41.1645835], [-8.6388778, 41.1645783], [-8.6388021, 41.164575], [-8.638532, 41.1645631], [-8.6380498, 41.1645336], [-8.6378264, 41.1645199]]",3,2,111.227,0
8955,LineString,"[[-8.6389866, 41.1650352], [-8.6390889, 41.165176]]",3,2,17.845,0
8956,LineString,"[[-8.6389866, 41.1650352], [-8.6389553, 41.1651182], [-8.6389436, 41.1651787], [-8.638919, 41.1652313], [-8.638896, 41.1652704], [-8.6387889, 41.1653754], [-8.6389896, 41.1653406], [-8.6390655, 41.165332], [-8.6391298, 41.1653287], [-8.6392808, 41.1653271]]",5,0,83.76899999999999,0
8957,LineString,"[[-8.6392808, 41.1653271], [-8.6393652, 41.165356], [-8.6394552, 41.1653723], [-8.6395478, 41.1653756]]",3,3,23.271,0
8958,LineString,"[[-8.6512568, 41.1485229], [-8.6513717, 41.148644], [-8.6515143, 41.1487944], [-8.6520636, 41.1491822], [-8.6526937, 41.1495913]]",6,0,169.80599999999998,0
8959,LineString,"[[-8.6580318, 41.1700923], [-8.6583241, 41.1702467], [-8.6583841, 41.1702781], [-8.6584377, 41.1703061], [-8.6588251, 41.1705085]]",6,0,80.938,0
8960,LineString,"[[-8.6580318, 41.1700923], [-8.6581688, 41.1699444], [-8.6583825, 41.1697088], [-8.6584296, 41.1696695], [-8.6587018, 41.1694846], [-8.6588067, 41.1694061], [-8.6588941, 41.1693401]]",4,0,111.089,0
8961,LineString,"[[-8.6608669, 41.1683669], [-8.6610676, 41.168222]]",4,0,23.276999999999997,0
8962,LineString,"[[-8.6608669, 41.1683669], [-8.6607898, 41.1682859], [-8.6607396, 41.1682186], [-8.6607159, 41.1681619], [-8.6607124, 41.1680736], [-8.6607206, 41.1680047], [-8.6607364, 41.1679478], [-8.6607662, 41.167898], [-8.6608686, 41.1677711], [-8.6609551, 41.1676713], [-8.6609781, 41.1676427], [-8.6610606, 41.1675489], [-8.6611156, 41.1674951]]",6,0,109.86,0
8963,LineString,"[[-8.6647767, 41.1653231], [-8.6647071, 41.1652559], [-8.6646614, 41.1651918], [-8.6646526, 41.1651186], [-8.6648603, 41.1644241], [-8.6648707, 41.1643894], [-8.6657375, 41.1645285]]",6,0,183.04,0
8964,LineString,"[[-8.6647767, 41.1653231], [-8.6649399, 41.1653655], [-8.6650609, 41.1653916], [-8.6651757, 41.1654038], [-8.6652893, 41.1653994], [-8.6653871, 41.165381], [-8.6654556, 41.1653446], [-8.665523, 41.1652665], [-8.6657261, 41.1645675], [-8.6657375, 41.1645285]]",6,0,154.032,0
8965,LineString,"[[-8.6647767, 41.1653231], [-8.6647586, 41.1653411], [-8.6647409, 41.1653598], [-8.6647286, 41.1653735], [-8.6645517, 41.1655714], [-8.6645164, 41.165615]]",6,0,39.104,0
8966,LineString,"[[-8.6565109, 41.1511956], [-8.6565213, 41.1510744], [-8.6565083, 41.1508289]]",10,0,40.825,0
8967,LineString,"[[-8.6659929, 41.1727334], [-8.6661752, 41.1724614]]",12,1,33.876,0
8968,LineString,"[[-8.6659929, 41.1727334], [-8.6659871, 41.1727217], [-8.6659177, 41.1725829], [-8.6658833, 41.1725165], [-8.6658721, 41.1724949], [-8.6658409, 41.1724384], [-8.6657631, 41.1722963], [-8.6654016, 41.1724042], [-8.6654811, 41.1725538], [-8.6655081, 41.1726045], [-8.6655206, 41.172628], [-8.6655673, 41.1727143], [-8.6657557, 41.1730623]]",12,0,163.78,0
8969,LineString,"[[-8.6657557, 41.1730623], [-8.6658216, 41.172977]]",12,1,10.972000000000001,0
8970,LineString,"[[-8.6657557, 41.1730623], [-8.6655673, 41.1727143], [-8.6655206, 41.172628], [-8.6655081, 41.1726045], [-8.6654811, 41.1725538], [-8.6654016, 41.1724042], [-8.6657631, 41.1722963], [-8.6658409, 41.1724384], [-8.6658721, 41.1724949], [-8.6658833, 41.1725165], [-8.6659177, 41.1725829], [-8.6659871, 41.1727217], [-8.6659929, 41.1727334]]",12,0,163.78,0
8971,LineString,"[[-8.668315, 41.1721084], [-8.6682068, 41.1719594], [-8.6680508, 41.171807], [-8.6680328, 41.1717144], [-8.6680844, 41.1716552], [-8.668292, 41.171417]]",6,0,90.23200000000001,0
8972,LineString,"[[-8.6676696, 41.1723015], [-8.6676369, 41.1723184]]",12,0,3.32,0
8973,LineString,"[[-8.666722, 41.1731778], [-8.6667557, 41.1734731], [-8.6666741, 41.1738322]]",6,1,73.467,0
8974,LineString,"[[-8.666722, 41.1731778], [-8.6667635, 41.1731797], [-8.6671741, 41.1732295]]",12,0,38.29,0
8975,LineString,"[[-8.6666877, 41.173006], [-8.666722, 41.1731778]]",6,1,19.317999999999998,0
8976,LineString,"[[-8.6666877, 41.173006], [-8.6667151, 41.1730014], [-8.6669168, 41.1729657], [-8.666921, 41.1729478], [-8.6669716, 41.172675], [-8.6669796, 41.1726495]]",12,0,55.255,0
8977,LineString,"[[-8.6667423, 41.1721977], [-8.6667179, 41.1721542], [-8.6666559, 41.1720472], [-8.6665896, 41.1719367], [-8.6664132, 41.1719955], [-8.6663926, 41.1720024]]",12,0,49.747,0
8978,LineString,"[[-8.6673885, 41.1714318], [-8.6669505, 41.1715782], [-8.666762, 41.1712364]]",5,1,81.264,1
8979,LineString,"[[-8.666762, 41.1712364], [-8.6668214, 41.171218], [-8.6668892, 41.1711971], [-8.6669595, 41.1711753], [-8.6669936, 41.1711647], [-8.6671811, 41.1711067], [-8.6672358, 41.1710898], [-8.6672629, 41.1710814], [-8.6673108, 41.1710763], [-8.667533, 41.1710889], [-8.6676816, 41.1711208], [-8.6677527, 41.1711398], [-8.6678671, 41.1711805], [-8.6678953, 41.1711933], [-8.6680418, 41.1712759], [-8.6680651, 41.1712891], [-8.6681256, 41.1713232], [-8.6682486, 41.1713925], [-8.668274, 41.1714069], [-8.668292, 41.171417]]",4,0,142.115,0
8980,LineString,"[[-8.666762, 41.1712364], [-8.6667182, 41.1712496], [-8.6666849, 41.1712597], [-8.6664929, 41.1713177], [-8.6664575, 41.1713286], [-8.6662851, 41.1713827], [-8.6662584, 41.1713911], [-8.6661956, 41.1714122], [-8.6661141, 41.1714372], [-8.6661016, 41.171441]]",4,0,59.777,0
8981,LineString,"[[-8.666762, 41.1712364], [-8.6669505, 41.1715782], [-8.6673885, 41.1714318]]",5,1,81.264,1
8982,LineString,"[[-8.671973, 41.1706554], [-8.6718908, 41.1705666], [-8.6718369, 41.1705401], [-8.6718046, 41.1705304], [-8.671748, 41.1705274], [-8.6715296, 41.1706161], [-8.6714266, 41.1706987], [-8.6713805, 41.1707357], [-8.6712666, 41.1708248], [-8.6712148, 41.1708626]]",12,1,83.883,0
8983,LineString,"[[-8.6348387, 41.1783187], [-8.6347927, 41.1783121], [-8.6346218, 41.1782877]]",6,0,18.477,0
8984,LineString,"[[-8.5912441, 41.1771763], [-8.5909057, 41.1772139]]",6,0,28.629,0
8985,LineString,"[[-8.5912441, 41.1771763], [-8.5915102, 41.1771457]]",6,0,22.529,0
8986,LineString,"[[-8.5912441, 41.1771763], [-8.5913052, 41.1772559], [-8.5913709, 41.1773319], [-8.5918467, 41.1777166], [-8.5921051, 41.1779137]]",6,0,109.537,0
8987,LineString,"[[-8.5921051, 41.1779137], [-8.5918467, 41.1777166], [-8.5913709, 41.1773319], [-8.5913052, 41.1772559], [-8.5912441, 41.1771763]]",6,0,109.537,0
8988,LineString,"[[-8.5902987, 41.1772784], [-8.5909057, 41.1772139]]",6,0,51.306000000000004,0
8989,LineString,"[[-8.5902987, 41.1772784], [-8.5901329, 41.1772925], [-8.5882421, 41.1774963], [-8.5880865, 41.1775064], [-8.5880079, 41.1775001]]",6,0,193.514,0
8990,LineString,"[[-8.5902987, 41.1772784], [-8.5897947, 41.1763527], [-8.589734, 41.1762772], [-8.5896711, 41.1762353], [-8.5895897, 41.1762034], [-8.5894961, 41.1761836], [-8.5893748, 41.1761917], [-8.5891354, 41.1762269], [-8.5890081, 41.1762456], [-8.5885087, 41.1763333], [-8.5883781, 41.1763533], [-8.5882808, 41.1763617], [-8.5882011, 41.1763648], [-8.5881275, 41.176354], [-8.5880185, 41.1763272], [-8.5879028, 41.1763006], [-8.587832, 41.1762933]]",6,0,286.29400000000004,0
8991,LineString,"[[-8.5902987, 41.1772784], [-8.5903726, 41.177343], [-8.5904164, 41.1774308], [-8.5905382, 41.1775598], [-8.5907575, 41.1777557], [-8.5910927, 41.1779709], [-8.5913859, 41.1781391], [-8.5914977, 41.1782187]]",6,0,146.596,0
8992,LineString,"[[-8.669213, 41.1486193], [-8.6691581, 41.1486234], [-8.6690911, 41.1486215], [-8.669011, 41.1486058], [-8.6689186, 41.148577], [-8.6688604, 41.1485689], [-8.6687904, 41.1485734], [-8.6687374, 41.1485976], [-8.6684531, 41.1488387]]",6,0,77.416,0
8993,LineString,"[[-8.669213, 41.1486193], [-8.6693418, 41.1485923], [-8.6694594, 41.1485705], [-8.6695161, 41.1485548], [-8.6695728, 41.1485098]]",6,0,33.292,0
8994,LineString,"[[-8.669213, 41.1486193], [-8.6692678, 41.1487537], [-8.6693315, 41.1487523]]",12,0,20.969,0
8995,LineString,"[[-8.6693315, 41.1487523], [-8.6692678, 41.1487537], [-8.669213, 41.1486193]]",12,0,20.969,0
8996,LineString,"[[-8.6350138, 41.1638869], [-8.6352257, 41.163929], [-8.6353896, 41.1639691], [-8.6354257, 41.1639779]]",3,2,35.949,0
8997,LineString,"[[-8.5816131, 41.1469039], [-8.5815687, 41.1467092], [-8.581574, 41.1466885], [-8.5815863, 41.1466731], [-8.5819052, 41.1465539], [-8.5820557, 41.1465047], [-8.5824387, 41.1463779], [-8.582478, 41.1463639], [-8.582518, 41.1463608], [-8.5825653, 41.1463582], [-8.5827418, 41.1463873], [-8.5828815, 41.146397]]",6,0,142.744,0
8998,LineString,"[[-8.5671654, 41.148139], [-8.5670948, 41.1481168], [-8.5670513, 41.1481164], [-8.5670221, 41.1481252], [-8.5669476, 41.1481625], [-8.5669036, 41.1482209], [-8.5668576, 41.1482794], [-8.5668084, 41.1483131], [-8.5667491, 41.1483331], [-8.5666883, 41.1483362], [-8.5666234, 41.1483378], [-8.5665533, 41.1483294], [-8.5664873, 41.148318]]",12,0,68.361,0
8999,LineString,"[[-8.5671654, 41.148139], [-8.5670693, 41.1478649], [-8.5670408, 41.1477892], [-8.5670082, 41.1477357], [-8.5669188, 41.1476645], [-8.5668029, 41.1475887], [-8.5667135, 41.1475405]]",12,0,79.774,0
9000,LineString,"[[-8.5671654, 41.148139], [-8.5671819, 41.1481859], [-8.5672175, 41.1483015], [-8.5672331, 41.1485071], [-8.5672113, 41.1486987], [-8.5672315, 41.1488844], [-8.5672889, 41.1490293], [-8.5673773, 41.1491963], [-8.5674081, 41.1492122], [-8.5674491, 41.1492189], [-8.5675232, 41.1492139], [-8.5677062, 41.1491788], [-8.5679606, 41.149083], [-8.5681882, 41.1490063], [-8.5683733, 41.1489791], [-8.5686613, 41.1489675], [-8.5688752, 41.1489865], [-8.5690283, 41.1490169], [-8.5691722, 41.1490503], [-8.5694561, 41.1491657], [-8.569584, 41.149193], [-8.5697353, 41.149205], [-8.5697835, 41.1492119]]",12,0,332.598,0
9001,LineString,"[[-8.5664829, 41.1482347], [-8.5664873, 41.148318]]",6,0,9.27,0
9002,LineString,"[[-8.5664829, 41.1482347], [-8.5663872, 41.1482383], [-8.566299, 41.1482326]]",12,0,15.435,0
9003,LineString,"[[-8.566299, 41.1482326], [-8.5661663, 41.1482569], [-8.5660612, 41.148292], [-8.5658581, 41.1483518], [-8.565725, 41.14838], [-8.5656036, 41.1483554], [-8.5654658, 41.1483465], [-8.5653187, 41.1483448], [-8.5651283, 41.1482698], [-8.5650566, 41.148245], [-8.5649544, 41.148234], [-8.5647925, 41.148258], [-8.5646369, 41.1482692], [-8.5645259, 41.1482789], [-8.564506, 41.1482726]]",12,0,156.636,0
9004,LineString,"[[-8.566299, 41.1482326], [-8.5663872, 41.1482383], [-8.5664829, 41.1482347]]",12,0,15.435,0
9005,LineString,"[[-8.566299, 41.1482326], [-8.5662241, 41.1481652], [-8.5661254, 41.1480914], [-8.5660049, 41.1480224], [-8.5658958, 41.1479598], [-8.5658792, 41.1479423], [-8.5658625, 41.1479034]]",12,0,52.515,0
9006,LineString,"[[-8.564506, 41.1482726], [-8.5645259, 41.1482789], [-8.5646369, 41.1482692], [-8.5647925, 41.148258], [-8.5649544, 41.148234], [-8.5650566, 41.148245], [-8.5651283, 41.1482698], [-8.5653187, 41.1483448], [-8.5654658, 41.1483465], [-8.5656036, 41.1483554], [-8.565725, 41.14838], [-8.5658581, 41.1483518], [-8.5660612, 41.148292], [-8.5661663, 41.1482569], [-8.566299, 41.1482326]]",12,0,156.636,0
9007,LineString,"[[-8.5630414, 41.149967], [-8.5627019, 41.1502785], [-8.5625702, 41.1503718], [-8.5624372, 41.1504321]]",12,0,72.947,0
9008,LineString,"[[-8.5630414, 41.149967], [-8.562944, 41.1499694], [-8.5628389, 41.1499993], [-8.5627712, 41.1500731], [-8.5626755, 41.1501435], [-8.5625634, 41.1501804], [-8.5624141, 41.1501865]]",12,0,61.506,0
9009,LineString,"[[-8.5630414, 41.149967], [-8.5630913, 41.1499654], [-8.5632481, 41.1499985], [-8.5633557, 41.1500371], [-8.5634295, 41.1500867], [-8.5634869, 41.1501379], [-8.5635925, 41.1502694], [-8.5637042, 41.1504749], [-8.563812, 41.1506138], [-8.5639206, 41.1507072], [-8.5644295, 41.1509863], [-8.564593, 41.1510417], [-8.5646223, 41.1510483], [-8.5648431, 41.1510978], [-8.5651179, 41.1511809], [-8.5652478, 41.1512292], [-8.5653649, 41.1512962], [-8.5656161, 41.151492], [-8.5657347, 41.1515603]]",12,0,298.587,0
9010,LineString,"[[-8.574003, 41.1515252], [-8.5740172, 41.1516232], [-8.5740296, 41.1517072]]",6,0,20.36,0
9011,LineString,"[[-8.5692165, 41.1512481], [-8.5691529, 41.1513023]]",6,0,8.042,5
